id,title,difficulty,totalNotes,sub_constant_1,main_constant,sub_constant_2,stamina,handspeed,burst,complex,rhythm
890,可笑可啸2000,oni,818,12.01 ,11.98 ,11.98 ,11.81 ,11.91 ,14.92 ,12.08 ,10.01 
891,The Cutlass of Kathiawar,oni,637,5.74 ,7.28 ,7.67 ,4.37 ,0.66 ,7.54 ,8.84 ,8.18 
892,幕末维新谭,oni,1109,13.66 ,12.47 ,12.73 ,13.84 ,11.75 ,12.41 ,14.96 ,12.49 
894,当下,oni,323,0.18 ,2.77 ,4.73 ,0.31 ,0.01 ,0.00 ,0.00 ,5.59 
895,HIMAWARI HAPPY,oni,173,0.10 ,0.10 ,0.05 ,0.17 ,0.00 ,0.00 ,0.00 ,0.01 
896,续?糸且曲2000,oni,940,13.07 ,13.08 ,13.38 ,12.91 ,13.04 ,15.50 ,13.03 ,12.58 
897,ヒミツキチューバー,oni,393,2.69 ,2.63 ,2.54 ,2.11 ,0.23 ,0.05 ,4.11 ,2.62 
898,God knows...,edit,938,8.39 ,8.46 ,6.81 ,7.83 ,3.74 ,8.34 ,11.55 ,5.58 
898,God knows...,oni,580,1.24 ,2.55 ,3.97 ,2.05 ,0.05 ,0.66 ,0.61 ,4.65 
905,memoria ficta,oni,747,12.34 ,11.99 ,12.06 ,10.34 ,12.85 ,11.58 ,13.40 ,11.34 
906,宠物店大战,oni,696,10.74 ,10.09 ,10.99 ,10.12 ,8.50 ,10.72 ,12.93 ,12.38 
907,TOKIMEKI?DESTROYER!!,oni,782,9.35 ,9.12 ,6.88 ,9.07 ,10.25 ,8.67 ,8.48 ,3.75 
908,レトロマニア狂想曲,oni,724,3.79 ,3.88 ,2.80 ,5.16 ,3.38 ,7.50 ,2.12 ,1.01 
909,キレキャリオン,oni,439,2.04 ,2.23 ,1.94 ,3.30 ,0.70 ,5.24 ,0.96 ,1.13 
910,猫サンキュー,oni,639,8.76 ,8.56 ,5.72 ,8.59 ,10.40 ,8.38 ,6.74 ,1.87 
911,神様の言うとおりに,edit,833,6.43 ,7.38 ,9.36 ,7.67 ,5.29 ,11.11 ,5.97 ,8.11 
911,神様の言うとおりに,oni,550,2.77 ,4.75 ,6.33 ,4.75 ,0.50 ,4.00 ,0.00 ,7.23 
913,闪亮亮银河,oni,363,0.85 ,0.99 ,0.92 ,1.46 ,0.06 ,2.13 ,0.00 ,0.73 
914,Synchronica Airline,oni,759,10.67 ,9.99 ,9.79 ,6.04 ,10.50 ,9.25 ,13.82 ,9.30 
915,白日,oni,319,1.99 ,3.23 ,4.79 ,1.55 ,0.01 ,0.00 ,3.06 ,5.57 
917,Freeway3234,oni,465,6.72 ,7.39 ,8.63 ,4.33 ,1.72 ,0.18 ,10.58 ,9.53 
918,ERINGI NO EKUBO,oni,687,5.48 ,5.33 ,5.11 ,5.13 ,1.05 ,0.30 ,7.84 ,5.26 
919,这就是爱,oni,624,8.55 ,8.40 ,6.92 ,8.49 ,10.25 ,8.67 ,6.27 ,4.41 
920,GODSONG,edit,914,11.09 ,10.64 ,11.66 ,10.26 ,9.97 ,11.18 ,12.64 ,13.06 
920,GODSONG,oni,642,3.75 ,4.57 ,5.26 ,4.39 ,0.82 ,3.30 ,4.66 ,5.79 
921,8月の坂,oni,291,0.70 ,0.74 ,0.84 ,0.95 ,0.03 ,0.00 ,0.73 ,0.91 
922,アバみ,oni,653,2.26 ,2.88 ,5.69 ,2.98 ,0.43 ,8.74 ,2.46 ,2.00 
924,Ao to Natsu,oni,350,1.82 ,2.27 ,2.49 ,2.78 ,1.31 ,7.79 ,0.66 ,0.97 
925,Byoushinwo Kamu,oni,402,4.15 ,4.79 ,5.86 ,2.96 ,0.26 ,0.00 ,6.49 ,6.56 
926,Hated by Life,edit,486,6.65 ,6.60 ,6.03 ,7.28 ,6.06 ,8.67 ,6.45 ,2.20 
926,Hated by Life,oni,379,2.38 ,2.77 ,3.14 ,2.97 ,0.16 ,8.11 ,2.81 ,1.12 
927,Dogbite,oni,817,9.98 ,9.99 ,11.81 ,9.71 ,11.50 ,14.06 ,8.27 ,6.78 
928,Parousia,oni,787,11.99 ,11.46 ,11.56 ,10.85 ,11.83 ,10.83 ,12.97 ,11.84 
929,waitin' for u,oni,762,8.83 ,8.80 ,9.21 ,8.92 ,10.23 ,12.38 ,6.83 ,4.31 
930,ALiVE,oni,830,8.59 ,8.40 ,5.94 ,9.87 ,7.94 ,8.49 ,7.64 ,2.10 
931,JOIN THE PAC -太鼓之达人 Ver.-,oni,606,7.61 ,7.32 ,6.86 ,5.54 ,1.32 ,1.10 ,11.79 ,6.98 
932,Wish upon a shooting star,oni,618,6.13 ,6.62 ,5.72 ,4.09 ,1.06 ,8.20 ,9.66 ,4.86 
933,Leviathan,oni,754,7.94 ,7.77 ,4.63 ,7.90 ,9.71 ,7.87 ,5.49 ,2.06 
934,ANiMA,oni,839,10.20 ,9.81 ,11.11 ,11.48 ,10.37 ,13.06 ,8.29 ,6.35 
935,MagiCatz,oni,732,7.46 ,8.72 ,9.15 ,7.71 ,2.92 ,9.36 ,9.85 ,9.40 
936,Smile! Smile! Smile!,edit,298,8.46 ,8.52 ,10.18 ,6.89 ,11.20 ,13.33 ,6.28 ,4.97 
936,Smile! Smile! Smile!,oni,165,0.57 ,0.52 ,0.26 ,0.97 ,0.12 ,0.05 ,0.00 ,0.01 
937,向夜晚奔去,oni,483,4.41 ,4.91 ,5.80 ,3.13 ,0.21 ,0.00 ,6.92 ,6.42 
938,零之交响曲,edit,893,10.82 ,9.92 ,8.80 ,11.12 ,10.37 ,8.65 ,10.77 ,1.99 
938,零之交响曲,oni,648,3.96 ,4.07 ,3.26 ,4.21 ,4.45 ,7.97 ,2.97 ,1.44 
939,不如就这样继续下去,oni,765,9.35 ,8.92 ,5.76 ,9.84 ,10.39 ,8.08 ,7.38 ,3.18 
940,wonderful ROUTINE,oni,777,10.69 ,10.31 ,10.57 ,9.63 ,10.16 ,11.00 ,11.94 ,9.95 
941,Fly again!,oni,551,5.11 ,5.19 ,6.30 ,4.77 ,4.94 ,8.78 ,5.50 ,3.39 
942,极限创作者加油歌,oni,649,3.10 ,3.12 ,1.99 ,3.63 ,3.86 ,5.17 ,0.65 ,0.19 
943,竖波波卡,oni,723,10.83 ,10.32 ,10.69 ,8.95 ,9.79 ,10.16 ,13.10 ,11.56 
944,令?和太鼓,oni,629,3.71 ,4.11 ,4.77 ,3.36 ,0.21 ,0.88 ,5.42 ,5.26 
945,RESTART,oni,544,3.26 ,3.37 ,3.62 ,3.49 ,0.73 ,0.05 ,4.33 ,3.89 
946,ミュートすればいいじゃん。,oni,527,1.11 ,1.72 ,2.15 ,1.75 ,0.71 ,7.62 ,0.25 ,0.26 
947,I want to be your heart,oni,650,2.73 ,2.41 ,1.65 ,4.39 ,0.68 ,0.18 ,1.56 ,1.25 
948,患部で止まってすぐ溶ける ～ 狂気の優曇華院,oni,915,11.11 ,10.17 ,9.38 ,12.01 ,10.85 ,8.67 ,10.21 ,5.56 
949,Favorite Days,oni,503,4.34 ,5.63 ,7.54 ,1.96 ,0.12 ,0.09 ,7.21 ,8.60 
950,Mani Mani(Prod. TAKU INOUE),oni,463,3.48 ,4.67 ,6.39 ,2.04 ,0.07 ,0.01 ,5.64 ,7.32 
951,Idol狂战士(feat.佐藤贵文),edit,854,9.79 ,9.26 ,6.21 ,10.76 ,10.18 ,8.38 ,8.03 ,3.02 
951,Idol狂战士(feat.佐藤贵文),oni,580,2.61 ,2.92 ,4.25 ,3.39 ,1.51 ,8.38 ,2.54 ,1.09 
952,Tetra-rhythmos phobia,oni,717,10.78 ,10.12 ,11.71 ,6.64 ,10.08 ,13.48 ,14.09 ,9.46 
954,Central Dogma Pt.1,edit,1259,14.88 ,14.33 ,14.41 ,15.14 ,13.68 ,13.57 ,15.50 ,13.41 
954,Central Dogma Pt.1,oni,876,11.95 ,11.73 ,12.04 ,10.24 ,11.30 ,13.57 ,13.81 ,11.88 
955,絡繰廻廊,oni,900,13.29 ,12.94 ,13.06 ,13.07 ,12.58 ,13.33 ,13.93 ,13.67 
956,月光,edit,444,5.81 ,5.03 ,3.11 ,5.10 ,0.36 ,0.00 ,8.60 ,1.88 
956,月光,oni,275,1.34 ,1.47 ,1.71 ,1.21 ,0.01 ,0.00 ,1.96 ,1.88 
958,The ephemeral dances in the primordial,edit,914,13.85 ,13.12 ,13.27 ,13.23 ,12.80 ,14.94 ,15.15 ,12.90 
958,The ephemeral dances in the primordial,oni,740,11.24 ,9.22 ,10.66 ,10.30 ,7.23 ,7.64 ,14.70 ,10.77 
959,螺旋周回轨道,edit,969,12.33 ,11.59 ,12.55 ,11.20 ,10.98 ,13.55 ,14.30 ,14.90 
959,螺旋周回轨道,oni,671,7.46 ,7.55 ,7.84 ,4.39 ,0.90 ,0.09 ,12.04 ,8.34 
960,Vixtory,edit,1240,14.86 ,14.78 ,14.92 ,14.89 ,14.44 ,15.28 ,14.97 ,10.71 
960,Vixtory,oni,912,12.42 ,11.54 ,11.20 ,11.40 ,11.87 ,11.18 ,13.65 ,9.74 
961,Stick Trick ShowTime!!,oni,918,12.60 ,11.42 ,11.65 ,12.41 ,10.33 ,12.14 ,14.49 ,11.31 
962,香水,oni,335,0.62 ,0.56 ,0.29 ,1.07 ,0.01 ,0.00 ,0.00 ,0.00 
963,イイコ進化論(feat. O-LuHA),oni,677,6.35 ,7.26 ,9.12 ,5.18 ,2.03 ,11.69 ,9.40 ,6.52 
964,轟!!!,oni,316,1.62 ,2.00 ,2.03 ,2.59 ,1.04 ,7.03 ,0.00 ,0.21 
967,Hand Over (Prod. TEMPLIME),oni,651,4.31 ,8.57 ,10.15 ,4.33 ,1.08 ,9.24 ,5.92 ,13.92 
968,Hyper Bass (feat. Yunomi),oni,877,6.49 ,6.46 ,6.33 ,8.19 ,5.71 ,8.77 ,5.02 ,2.84 
969,Itadaki Babel (Prod. Kenmochi Hidefumi),oni,493,4.87 ,4.43 ,3.50 ,3.99 ,1.01 ,0.09 ,7.29 ,3.19 
970,Shining Lights (feat. PSYQUI),oni,862,7.59 ,7.67 ,8.53 ,7.51 ,10.46 ,11.87 ,2.18 ,2.79 
971,星河一天,oni,858,12.23 ,11.66 ,11.25 ,11.55 ,11.69 ,13.44 ,13.18 ,8.16 
972,Rainbow of La Paz,edit,909,12.47 ,12.08 ,12.85 ,11.83 ,11.65 ,13.79 ,13.61 ,14.67 
972,Rainbow of La Paz,oni,689,5.50 ,7.57 ,9.96 ,5.94 ,5.17 ,10.49 ,5.25 ,10.45 
973,PONPOKO RHYTHM,oni,554,2.48 ,2.57 ,1.84 ,3.95 ,1.60 ,5.17 ,0.00 ,0.49 
974,炎,oni,216,0.07 ,0.08 ,0.07 ,0.13 ,0.00 ,0.00 ,0.00 ,0.08 
975,幾望の月,oni,839,8.97 ,9.14 ,10.38 ,8.63 ,5.61 ,9.07 ,11.51 ,11.87 
976,PETA-PETA!?PUMPKIN,oni,524,5.21 ,7.19 ,9.99 ,3.57 ,0.80 ,0.17 ,8.19 ,11.47 
977,Diving Drive,oni,892,11.25 ,10.15 ,9.56 ,12.25 ,10.58 ,8.29 ,10.63 ,8.42 
978,Nijiiro Baton,oni,713,6.81 ,6.71 ,4.01 ,6.66 ,8.96 ,7.94 ,3.57 ,0.99 
980,VIVIVIVID,oni,668,10.87 ,11.27 ,11.89 ,11.49 ,11.02 ,12.57 ,9.84 ,12.28 
981,One Two SanShino de Dondo Kakka!,edit,715,7.05 ,6.38 ,4.98 ,5.48 ,1.46 ,0.47 ,10.72 ,4.47 
981,One Two SanShino de Dondo Kakka!,oni,511,1.65 ,2.83 ,4.28 ,1.79 ,0.27 ,0.14 ,2.18 ,4.98 
982,Great Chick Appraiser,oni,852,12.77 ,12.19 ,12.25 ,13.07 ,11.66 ,13.85 ,13.31 ,11.37 
983,YOAKE,oni,965,11.40 ,11.10 ,11.19 ,11.94 ,11.04 ,12.34 ,10.98 ,7.58 
984,KA! KA! KA! KAMIZMODE!,oni,446,2.04 ,2.22 ,1.84 ,3.31 ,1.18 ,5.17 ,0.00 ,0.90 
987,Realize,oni,380,4.38 ,4.70 ,6.46 ,3.05 ,2.24 ,9.02 ,6.51 ,3.23 
988,Teo,oni,762,5.66 ,5.62 ,3.47 ,7.27 ,6.14 ,7.79 ,2.08 ,0.85 
989,Amaterasu JK,oni,702,7.42 ,7.30 ,4.99 ,8.03 ,8.53 ,8.09 ,5.10 ,3.02 
990,AkatoSirobaranoMajo,oni,1111,13.90 ,13.10 ,12.51 ,15.28 ,11.91 ,12.27 ,14.04 ,5.97 
991,"Kabukimono, Keep it up!",oni,694,7.82 ,8.11 ,7.70 ,7.66 ,2.85 ,9.31 ,10.71 ,5.64 
992,LECIEL GLISSANDO,oni,757,11.61 ,11.88 ,12.30 ,10.16 ,12.00 ,11.62 ,12.36 ,13.29 
993,彁,edit,1070,14.00 ,14.11 ,14.28 ,13.92 ,14.02 ,14.66 ,13.81 ,13.79 
993,彁,oni,692,9.70 ,10.72 ,12.63 ,9.88 ,11.07 ,14.56 ,7.65 ,12.82 
994,Parallel Lollipop,oni,707,10.07 ,10.09 ,11.07 ,10.51 ,8.45 ,11.00 ,10.89 ,12.56 
995,TELL ME BEAT,oni,761,6.87 ,6.92 ,7.93 ,7.33 ,6.48 ,9.88 ,6.67 ,5.75 
997,twinkle night (feat. somunia),edit,817,8.09 ,8.19 ,9.06 ,10.56 ,8.56 ,12.22 ,3.03 ,4.47 
997,twinkle night (feat. somunia),oni,590,2.67 ,2.82 ,2.13 ,4.53 ,0.80 ,6.10 ,0.00 ,0.72 
998,Connected World,oni,729,2.84 ,3.04 ,2.40 ,4.81 ,0.80 ,3.15 ,0.39 ,2.17 
999,Central Dogma Pt.2,oni,975,12.26 ,11.85 ,12.07 ,11.82 ,11.39 ,13.56 ,13.27 ,12.03 
1000,SHOUYU de Show you!,oni,729,8.21 ,8.88 ,8.76 ,7.98 ,3.01 ,9.32 ,11.28 ,8.36 
1001,Nandodemo Waraou,oni,515,1.59 ,1.56 ,0.86 ,2.63 ,0.49 ,1.67 ,0.55 ,0.03 
1002,Usseewa,oni,420,3.49 ,3.77 ,3.36 ,4.75 ,3.21 ,7.03 ,1.81 ,2.69 
1003,猫,oni,312,1.75 ,1.81 ,1.95 ,1.13 ,0.00 ,0.00 ,2.80 ,2.09 
1004,廻廻奇譚,oni,482,4.93 ,4.96 ,3.64 ,4.97 ,6.27 ,7.79 ,2.86 ,2.16 
1006,KING,oni,781,3.91 ,3.85 ,2.47 ,5.78 ,2.93 ,4.23 ,1.83 ,1.50 
1007,裸の心,oni,187,0.04 ,0.64 ,1.05 ,0.06 ,0.00 ,0.00 ,0.00 ,1.24 
1008,全力全開！ゼンカイジャー,oni,249,0.57 ,1.29 ,1.78 ,0.96 ,0.21 ,6.57 ,0.00 ,0.14 
1010,小咚音头,oni,472,1.76 ,2.16 ,2.21 ,2.87 ,0.96 ,7.50 ,0.00 ,0.42 
1011,BOKURA NO MAE NI MICHI WA ARU,oni,682,3.97 ,4.47 ,6.65 ,3.70 ,3.67 ,8.87 ,4.43 ,4.63 
1012,4+1的各自的未来,edit,1001,13.91 ,14.10 ,14.50 ,13.61 ,13.96 ,15.50 ,13.90 ,13.84 
1012,4+1的各自的未来,oni,876,12.38 ,12.19 ,12.19 ,11.28 ,12.34 ,11.87 ,13.21 ,12.19 
1013,Amber Light,oni,634,5.56 ,7.04 ,8.56 ,4.16 ,1.59 ,9.96 ,8.46 ,7.76 
1014,Hold me tight,oni,547,3.87 ,3.43 ,2.41 ,5.05 ,2.11 ,1.67 ,3.81 ,1.85 
1015,YURAME,oni,614,9.11 ,8.97 ,8.85 ,7.75 ,7.12 ,7.83 ,11.62 ,8.90 
1016,チューリングラブ feat.Sou / ナナヲアカリ,oni,426,2.64 ,3.10 ,3.84 ,3.14 ,0.51 ,0.09 ,3.26 ,4.31 
1018,Venom (feat. flower),oni,575,2.73 ,2.37 ,1.29 ,3.82 ,0.63 ,0.97 ,2.66 ,0.15 
1019,駆け抜けてゆく,oni,583,3.35 ,3.47 ,2.90 ,3.28 ,3.30 ,7.03 ,3.39 ,1.87 
1020,乱数调整的反转灰姑娘,edit,707,7.55 ,7.01 ,5.26 ,8.09 ,7.17 ,5.53 ,7.22 ,4.33 
1020,乱数调整的反转灰姑娘,oni,556,3.05 ,5.21 ,6.69 ,4.33 ,0.85 ,5.18 ,2.83 ,7.57 
1021,Donder Time,oni,458,4.50 ,4.84 ,4.10 ,2.52 ,1.69 ,7.50 ,7.12 ,3.44 
1022,We Are!,edit,830,10.23 ,10.19 ,10.78 ,10.56 ,10.09 ,11.70 ,9.83 ,9.91 
1022,We Are!,oni,339,0.34 ,1.08 ,1.57 ,0.58 ,0.02 ,3.58 ,0.00 ,1.46 
1023,DDU-DU DDU-DU,oni,348,0.93 ,1.52 ,2.26 ,1.46 ,0.05 ,0.05 ,0.67 ,2.62 
1024,bad guy,oni,389,0.96 ,0.92 ,0.84 ,1.64 ,0.06 ,0.01 ,0.17 ,0.85 
1026,睡莲花,oni,644,2.25 ,2.64 ,2.82 ,3.55 ,0.28 ,1.90 ,1.49 ,3.05 
1027,Natsumatsuri / Jitterin' Jinn,edit,847,11.99 ,11.86 ,11.44 ,11.85 ,12.77 ,13.45 ,11.08 ,7.36 
1027,Natsumatsuri / Jitterin' Jinn,oni,578,2.51 ,2.15 ,1.28 ,4.28 ,0.48 ,0.07 ,0.23 ,0.64 
1028,群青,oni,624,2.20 ,2.03 ,1.70 ,3.63 ,0.14 ,0.01 ,1.06 ,1.61 
1029,Colorful Party,oni,225,0.17 ,1.28 ,2.17 ,0.22 ,0.00 ,0.00 ,0.19 ,2.57 
1030,The Vampire,oni,641,3.32 ,3.59 ,3.22 ,3.93 ,3.77 ,4.46 ,1.76 ,3.04 
1031,"Hello, Worldooon!!",edit,954,13.13 ,12.58 ,12.71 ,11.89 ,12.99 ,11.93 ,14.18 ,13.44 
1031,"Hello, Worldooon!!",oni,494,1.08 ,5.37 ,9.07 ,1.44 ,0.02 ,0.03 ,1.19 ,10.71 
1032,Emma,edit,1074,14.70 ,14.84 ,14.92 ,13.81 ,15.50 ,14.90 ,14.47 ,12.25 
1032,Emma,oni,571,2.48 ,2.68 ,2.16 ,3.59 ,2.31 ,4.35 ,0.00 ,1.69 
1033,Aloft in the wind,edit,784,9.95 ,9.94 ,11.68 ,9.86 ,10.90 ,14.39 ,8.79 ,4.48 
1033,Aloft in the wind,oni,441,1.21 ,2.01 ,5.44 ,1.66 ,0.16 ,8.71 ,1.26 ,1.01 
1034,幻想に咲いた花,oni,740,4.26 ,4.39 ,3.52 ,5.76 ,4.14 ,7.85 ,1.88 ,2.23 
1035,マツヨイナイトバグ,edit,1089,11.03 ,10.27 ,10.49 ,12.89 ,10.50 ,12.00 ,9.16 ,2.99 
1035,マツヨイナイトバグ,oni,678,3.96 ,4.10 ,3.93 ,4.87 ,3.64 ,8.08 ,3.09 ,2.65 
1036,Don't Doubt This Love,oni,752,5.45 ,5.72 ,6.27 ,3.82 ,0.79 ,0.01 ,8.53 ,6.80 
1037,BATTLE NO.1,oni,985,10.44 ,10.60 ,12.00 ,11.00 ,10.92 ,13.94 ,9.10 ,9.75 
1038,Walking with you,oni,480,3.83 ,3.94 ,2.85 ,4.99 ,3.97 ,7.79 ,1.66 ,0.54 
1039,鼓舞曲「阎魔」,oni,979,12.36 ,11.26 ,11.70 ,12.25 ,10.61 ,13.03 ,13.79 ,8.47 
1040,魑魅魍魉,oni,1085,13.69 ,13.39 ,13.30 ,14.16 ,13.03 ,14.51 ,13.61 ,11.93 
1041,Bachi! Muchi!? Musclekingdom,oni,961,13.12 ,12.94 ,13.01 ,12.80 ,12.71 ,14.84 ,13.59 ,13.05 
1042,刻龙 ～Kokuryu～,edit,1172,14.31 ,14.16 ,13.98 ,15.15 ,12.95 ,15.11 ,14.48 ,10.97 
1042,刻龙 ～Kokuryu～,oni,885,12.81 ,11.59 ,11.47 ,11.53 ,11.94 ,11.00 ,14.51 ,10.64 
1043,憎恶与丑恶的花束,edit,1170,15.07 ,15.26 ,15.32 ,15.23 ,15.50 ,14.98 ,14.19 ,12.81 
1043,憎恶与丑恶的花束,oni,722,12.24 ,12.00 ,12.81 ,10.90 ,11.44 ,14.36 ,13.95 ,13.47 
1044,大冒险TATSUDON,oni,354,4.16 ,3.70 ,2.64 ,1.91 ,0.65 ,0.01 ,6.88 ,2.15 
1045,一世风靡,oni,867,8.77 ,8.84 ,8.29 ,8.71 ,5.34 ,7.69 ,11.12 ,8.21 
1046,怪獣少女は火を吹かない,edit,621,9.84 ,9.43 ,7.67 ,10.23 ,10.63 ,8.67 ,8.32 ,5.54 
1046,怪獣少女は火を吹かない,oni,541,7.34 ,7.25 ,6.36 ,6.04 ,8.77 ,8.67 ,6.81 ,3.22 
1047,Sapphire On Fire,oni,788,8.62 ,9.34 ,11.35 ,8.31 ,8.80 ,11.86 ,8.59 ,11.56 
1048,Unlimited Games,edit,1210,15.14 ,15.03 ,14.92 ,14.99 ,14.82 ,14.62 ,15.34 ,11.42 
1048,Unlimited Games,oni,833,11.07 ,12.06 ,12.49 ,8.05 ,12.17 ,14.62 ,12.27 ,11.89 
1049,The Nue and Morning Stars,oni,904,11.49 ,11.09 ,11.04 ,10.69 ,11.67 ,10.34 ,11.88 ,10.56 
1050,"Hello, Mr.JOKER",oni,821,10.19 ,11.25 ,12.19 ,7.55 ,11.19 ,12.65 ,11.20 ,13.30 
1051,punk bastards,oni,749,11.71 ,10.85 ,10.65 ,10.81 ,11.43 ,10.12 ,12.61 ,8.41 
1052,the telescope in virtual reality,edit,1176,14.18 ,13.41 ,13.76 ,14.43 ,12.64 ,11.64 ,15.10 ,14.16 
1052,the telescope in virtual reality,oni,742,10.29 ,10.62 ,11.15 ,7.02 ,10.26 ,11.27 ,12.63 ,11.77 
1053,平等院凤凰咚 vs 鸟兽戏咔,edit,1099,11.68 ,10.57 ,9.71 ,13.11 ,10.91 ,9.47 ,10.66 ,4.25 
1053,平等院凤凰咚 vs 鸟兽戏咔,oni,555,2.06 ,2.77 ,5.59 ,2.66 ,1.40 ,8.67 ,1.89 ,2.47 
1054,第六感,oni,540,2.01 ,1.82 ,1.41 ,2.58 ,0.18 ,0.01 ,2.30 ,1.26 
1055,Baby Shark,oni,318,0.35 ,1.08 ,1.78 ,0.56 ,0.00 ,0.00 ,0.20 ,2.10 
1056,再见宣言,edit,981,8.48 ,9.32 ,9.99 ,9.14 ,10.61 ,11.87 ,4.15 ,8.14 
1056,再见宣言,oni,686,2.43 ,2.51 ,1.82 ,3.95 ,1.21 ,5.17 ,0.62 ,0.47 
1057,USATEI,oni,693,4.57 ,5.06 ,4.80 ,6.03 ,1.80 ,8.08 ,4.71 ,4.08 
1058,最喜欢的太鼓鼓声,edit,876,11.36 ,10.00 ,8.87 ,12.54 ,10.46 ,8.09 ,10.76 ,3.19 
1058,最喜欢的太鼓鼓声,oni,795,6.51 ,6.44 ,4.64 ,8.75 ,5.55 ,8.08 ,4.28 ,2.85 
1059,踊,oni,439,3.81 ,4.11 ,4.50 ,2.74 ,0.25 ,1.58 ,5.96 ,4.87 
1060,YONA YONA DANCE,oni,500,5.17 ,6.21 ,7.88 ,5.21 ,0.62 ,0.18 ,7.19 ,8.89 
1061,如果我成为大统领,edit,641,8.47 ,8.83 ,9.68 ,9.41 ,10.25 ,12.40 ,4.40 ,6.36 
1061,如果我成为大统领,oni,436,1.88 ,2.15 ,1.96 ,3.10 ,0.94 ,6.57 ,0.00 ,0.16 
1062,僕の戦争,oni,411,1.82 ,1.57 ,0.97 ,2.69 ,0.94 ,0.14 ,1.28 ,0.59 
1063,明け星,oni,233,0.32 ,0.31 ,0.19 ,0.56 ,0.00 ,0.00 ,0.00 ,0.15 
1064,Fun!Fun!Fun! ～夢∞～,oni,296,0.81 ,1.07 ,1.17 ,1.38 ,0.21 ,3.96 ,0.00 ,0.38 
1065,liveDevil,oni,336,1.20 ,1.82 ,2.20 ,2.05 ,0.15 ,3.77 ,0.01 ,2.23 
1066,远鼓的2000,oni,1008,12.84 ,12.22 ,12.10 ,13.48 ,12.02 ,10.18 ,12.73 ,12.04 
1067,Agent Hustle & Dr. Hassle,edit,518,4.39 ,5.92 ,8.66 ,2.52 ,1.68 ,11.00 ,6.93 ,6.77 
1067,Agent Hustle & Dr. Hassle,oni,693,9.84 ,9.50 ,9.30 ,7.58 ,10.31 ,11.01 ,11.11 ,6.98 
1068,Spectral Rider,oni,748,11.13 ,10.50 ,11.22 ,6.87 ,10.88 ,12.05 ,14.20 ,9.63 
1069,Solitude Star,oni,766,10.19 ,9.72 ,9.98 ,8.59 ,10.28 ,11.27 ,11.34 ,3.97 
1070,小咚 世界旅行,oni,573,1.10 ,0.95 ,0.52 ,1.89 ,0.06 ,0.03 ,0.00 ,0.16 
1071,ex寅 Trap!!,oni,888,11.50 ,10.76 ,11.79 ,9.44 ,10.72 ,10.12 ,13.71 ,13.89 
1072,The Future of the TAIKO DRUM,edit,1400,14.70 ,14.78 ,14.77 ,15.20 ,14.70 ,14.73 ,13.90 ,10.85 
1072,The Future of the TAIKO DRUM,oni,974,12.14 ,11.57 ,12.22 ,10.70 ,10.98 ,13.13 ,14.22 ,12.99 
1073,喜欢喜欢星人,oni,398,0.84 ,1.83 ,2.57 ,1.41 ,0.10 ,7.74 ,0.33 ,1.60 
1074,以后别做朋友,oni,275,0.00 ,0.18 ,0.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.28 
1075,Sugar,oni,412,1.12 ,1.09 ,0.52 ,1.93 ,0.05 ,0.00 ,0.00 ,0.00 
1076,来自天堂的魔鬼,oni,268,0.46 ,0.42 ,0.21 ,0.79 ,0.03 ,0.02 ,0.00 ,0.01 
1077,Cinderella,edit,978,5.91 ,5.85 ,4.68 ,7.49 ,4.03 ,6.68 ,5.59 ,3.98 
1077,Cinderella,oni,661,1.47 ,1.54 ,1.17 ,2.52 ,0.13 ,2.37 ,0.11 ,0.84 
1078,ストロベリー☆プラネット！,oni,464,0.98 ,1.28 ,1.38 ,1.55 ,0.04 ,4.81 ,0.68 ,0.24 
1079,GO ON ～朝向未来～,oni,720,5.27 ,6.94 ,9.40 ,3.77 ,0.16 ,0.16 ,8.25 ,10.74 
1080,業 -善なる神とこの世の悪について-,edit,1195,13.59 ,13.17 ,12.88 ,14.20 ,12.81 ,14.81 ,13.48 ,9.14 
1080,業 -善なる神とこの世の悪について-,oni,875,8.94 ,8.70 ,6.90 ,8.44 ,10.37 ,8.09 ,7.63 ,5.82 
1081,METAMETA☆Universe!,edit,876,12.18 ,11.53 ,11.29 ,12.37 ,11.12 ,12.75 ,12.78 ,9.77 
1081,METAMETA☆Universe!,oni,564,5.67 ,5.73 ,4.59 ,5.78 ,7.11 ,7.50 ,3.39 ,3.77 
1082,Love You☆小咚,edit,448,1.17 ,4.76 ,7.99 ,1.70 ,0.02 ,0.27 ,1.07 ,9.43 
1082,Love You☆小咚,oni,509,3.63 ,3.83 ,4.23 ,2.80 ,0.16 ,0.00 ,5.58 ,4.59 
1083,TONGACHIN,oni,474,6.72 ,7.26 ,8.29 ,3.97 ,3.90 ,2.83 ,10.14 ,9.05 
1084,红茶店「雨天」,edit,664,3.30 ,4.22 ,5.13 ,3.39 ,0.19 ,2.79 ,4.55 ,5.74 
1084,红茶店「雨天」,oni,435,1.08 ,1.02 ,0.92 ,1.40 ,0.01 ,0.00 ,1.22 ,0.92 
1085,弧,oni,1138,12.69 ,11.47 ,11.45 ,13.74 ,10.59 ,12.50 ,13.27 ,8.03 
1086,Player's High,oni,913,13.32 ,12.63 ,12.64 ,12.90 ,12.28 ,12.98 ,14.45 ,12.52 
